,variable,value
115,2007,0.5041971807349944
116,2007,0.4215931451750953
117,2007,0.3080593404700317
118,2007,0.9602927259380407
119,2007,0.7196048650785164
120,2007,0.9174388840935902
121,2007,0.7914545535825243
122,2007,0.5114031841516029
123,2007,0.48790719553320655
124,2007,0.41326816764342245
125,2007,0.880382194993911
126,2007,0.8128329084173505
127,2007,0.63466125325779
128,2007,0.13140478311608292
129,2007,0.0
130,2007,0.04068412375624651
131,2007,0.013715898420480956
132,2007,0.1355303515191441
133,2007,0.15679270116926744
134,2007,0.1464249357725089
135,2007,0.012649212979657598
136,2007,0.0
137,2007,0.046786029491495185
138,2007,0.08482348164803705
139,2007,0.0
140,2007,0.06070292084509666
141,2007,0.14788375225747352
142,2007,0.3527792211947692
143,2007,0.3417291335663223
144,2007,0.32302931690808473
145,2007,0.11656783954744078
146,2007,0.23395322109439104
147,2007,0.24173194681265972
148,2007,0.18931649334769726
149,2007,0.3096395547867388
150,2007,0.5165567036405827
151,2007,0.41470959951321656
152,2007,0.2000039946748145
153,2007,0.2733259088808825
154,2007,0.13839243438132096
155,2007,0.598595048211895
156,2007,0.7067401041134045
157,2007,0.6136525275126963
158,2007,0.8038619953135779
159,2007,0.5132246172767522
160,2007,0.2788550896137739
161,2007,0.3493466978712617
162,2007,0.6381534192070819
163,2007,0.6687492600623085
164,2007,0.7017022482818082
165,2007,0.4874031849124433
166,2007,0.0
167,2007,0.003435861642929387
168,2007,0.0
169,2007,0.0
170,2007,0.0
171,2007,0.0
172,2007,0.00794689262893032
173,2007,0.01181084424204002
174,2007,0.0020393396605965595
175,2007,0.008893338122387786
176,2007,0.16845828765708654
177,2007,0.15574482196922257
178,2007,0.03230193870597057
179,2007,0.0049694216109372625
180,2007,0.023790273208968385
181,2007,0.03269482554996982
182,2007,0.0
183,2007,0.0
184,2007,0.0
185,2007,0.0
186,2007,0.0015679189431664258
187,2007,0.0
188,2007,0.0
189,2007,0.008154073343872402
190,2007,0.009432945986842337
191,2007,0.008132766162896763
192,2007,0.0003682754015574291
193,2007,0.0
194,2007,0.0
195,2007,0.0
196,2007,0.0
197,2007,0.0
198,2007,0.0
199,2007,0.0
200,2007,0.0
201,2007,0.0
202,2007,0.0
203,2007,0.0
204,2007,0.0
205,2007,0.0
206,2007,0.0
207,2007,0.0
208,2007,0.0
209,2007,0.07978564460795719
210,2007,0.6465701993472226
211,2007,0.3673867543853974
212,2007,0.0
213,2007,0.07448778855019324
214,2007,0.11324254202865511
215,2007,0.6508653543016495
216,2007,0.5420123136498167
217,2007,0.34731900102696267
218,2007,0.4163272756421006
219,2007,0.3849436914579541
220,2007,0.17129287026539383
221,2007,0.4092846425670258
222,2007,0.014237447501529473
223,2007,0.08563077337987277
224,2007,0.008023382023045035
225,2007,0.01582573432184916
226,2007,0.0015451779228508587
227,2007,0.19038305681399334
228,2007,0.1545568315844602
229,2007,0.030338891800239947
230,2007,0.45073893154866823
231,2007,0.078767423491079
232,2007,0.018714950100052957
233,2007,0.0
234,2007,0.10566699331040298
235,2007,0.0
236,2007,0.004440719913612867
237,2007,0.0
238,2007,0.02854266386038177
239,2007,0.0892814158800942
240,2007,0.027658765262164303
241,2007,0.0
242,2007,0.0
243,2007,0.0
244,2007,0.00013967528143523243
245,2007,0.0
246,2007,0.0
247,2007,0.0
248,2007,0.0
249,2007,0.0
250,2007,0.0
251,2007,0.0
252,2007,0.46162194339103496
253,2007,0.8282315394738666
254,2007,0.9110673898056051
255,2007,0.8690928900146208
256,2007,0.7810535185906139
257,2007,0.26922475070879803
258,2007,0.5117774819539255
259,2007,0.3947860646741903
260,2007,0.31197955519003373
261,2007,0.13874344992109736
262,2007,0.0
263,2007,0.0
264,2007,0.0
265,2007,0.0
266,2007,0.0032585977311201508
267,2007,0.023339790655534872
268,2007,0.028771719081975865
269,2007,0.010443964351640184
270,2007,0.01593262612721784
271,2007,0.005737545309822188
272,2007,0.0
273,2007,0.0
274,2007,0.0
275,2007,0.0
276,2007,0.0
277,2007,0.0
278,2007,0.0
279,2007,0.0
280,2007,0.0
281,2007,0.0
282,2007,0.0
283,2007,0.0
284,2007,0.0
285,2007,0.0
286,2007,0.0
287,2007,0.0
288,2007,0.0
289,2007,0.0
290,2007,0.0
291,2007,0.0
292,2007,0.0
293,2007,0.0
294,2007,0.0
295,2007,0.0
296,2007,0.0
297,2007,0.0
298,2007,0.0
299,2007,0.0
300,2007,0.0
301,2007,0.0
302,2007,0.0
303,2007,0.0
304,2007,0.0
305,2007,0.0
306,2007,0.0
307,2007,0.0
308,2007,0.0
309,2007,0.0
310,2007,0.0
311,2007,0.0
312,2007,0.0
313,2007,0.0
314,2007,0.0
315,2007,0.0
316,2007,0.0
317,2007,0.0
318,2007,0.0
319,2007,0.0
320,2007,0.0
321,2007,0.0
322,2007,0.0
323,2007,0.0
324,2007,0.0
325,2007,0.0
326,2007,0.0
327,2007,0.0
328,2007,0.0
329,2007,0.0
330,2007,0.0
331,2007,0.0
332,2007,0.0
333,2007,0.0
334,2007,0.0
335,2007,0.0
336,2007,0.0
337,2007,0.0
338,2007,0.0
339,2007,0.0
340,2007,0.0
341,2007,0.0
342,2007,0.0
343,2007,0.0
344,2007,0.0
345,2007,0.0
346,2007,0.0
347,2007,0.0
348,2007,0.0
349,2007,0.0
350,2007,0.0
351,2007,0.0
352,2007,0.0
353,2007,0.0
354,2007,0.0
355,2007,0.0
356,2007,0.0
357,2007,0.0
358,2007,0.0
359,2007,0.0
360,2007,0.0
361,2007,0.0
362,2007,0.0
363,2007,0.0
364,2007,0.0
365,2007,0.0
366,2007,0.0
367,2007,0.0
368,2007,0.0
369,2007,0.0
370,2007,0.0
371,2007,0.0
372,2007,0.0
373,2007,0.0
374,2007,0.0
375,2007,0.0
376,2007,0.0
377,2007,0.0
378,2007,0.0
379,2007,0.0
380,2007,0.0
381,2007,0.0
382,2007,0.0
383,2007,0.0
384,2007,0.0
385,2007,0.0
386,2007,0.0
387,2007,0.0
388,2007,0.0
389,2007,0.0
390,2007,0.0
391,2007,0.0
392,2007,0.0
393,2007,0.0
394,2007,0.0
395,2007,0.0
396,2007,0.0
397,2007,0.0
398,2007,0.0
399,2007,0.0
400,2007,0.0
401,2007,0.0
402,2007,0.0
403,2007,0.0
404,2007,0.0
405,2007,0.0
406,2007,0.0
407,2007,0.0
408,2007,0.0
409,2007,0.0
410,2007,0.0
411,2007,0.0
412,2007,0.0
413,2007,0.0
414,2007,0.0
415,2007,0.0
416,2007,0.0
417,2007,0.0
418,2007,0.0
419,2007,0.0
420,2007,0.0
421,2007,0.0
422,2007,0.0
423,2007,0.0
424,2007,0.0
425,2007,0.0
426,2007,0.0
427,2007,0.0
428,2007,0.0
429,2007,0.0
430,2007,0.0
431,2007,0.0
432,2007,0.0
433,2007,0.0
434,2007,0.0
435,2007,0.0
436,2007,0.0
437,2007,0.0
438,2007,0.0
439,2007,0.0
440,2007,0.0
441,2007,0.0
442,2007,0.0
443,2007,0.0
444,2007,0.0
445,2007,0.0
446,2007,0.0
447,2007,0.0
448,2007,0.0
449,2007,0.0
450,2007,0.0
451,2007,0.0
452,2007,0.0
453,2007,0.19301374947166794
454,2007,0.30206506962709495
455,2007,0.38651464294112775
456,2007,0.43560392104184753
457,2007,0.551288995651117
458,2007,0.29740489549788407
459,2007,0.17428075007304888
460,2007,0.05117409870334038
461,2007,0.0
462,2007,0.0
463,2007,0.0
464,2007,0.0
465,2007,0.0
466,2007,0.0
467,2007,0.030878983142955813
468,2007,0.08723101410077443
469,2007,0.09506961007299439
470,2007,0.08053319914075421
471,2007,0.05955087467496056
472,2007,5.740106143549981e-05
473,2007,0.006833292134299597
474,2007,0.025599227552907375
475,2007,0.10347108360556911
476,2007,0.164523993693211
477,2007,0.24530245356562685
478,2007,0.25739530858371273
479,2007,0.18267976681623316
480,2007,0.10371179559714154
481,2007,0.1484741428757971
482,2007,0.10271109713157908
483,2007,0.009864481245945371
484,2007,0.04312616342250076
485,2007,0.001687025856439717
486,2007,0.0
487,2007,0.0
488,2007,0.0
489,2007,0.0
490,2007,0.0
491,2007,0.0
492,2007,0.0
493,2007,0.0
494,2007,0.0
495,2007,0.0
496,2007,0.0
497,2007,0.0
498,2007,0.0
499,2007,0.0
500,2007,0.0
501,2007,0.0
502,2007,0.0
503,2007,0.0
504,2007,0.0
505,2007,0.0
506,2007,0.0
507,2007,0.0
508,2007,0.0
509,2007,0.0
510,2007,0.0
511,2007,0.0
512,2007,0.0
513,2007,0.0
514,2007,0.0
515,2007,0.0
516,2007,0.0
517,2007,0.0
518,2007,0.0
519,2007,0.0
520,2007,0.0
521,2007,0.0
522,2007,0.0
523,2007,0.0
524,2007,0.0
525,2007,0.0
526,2007,0.0
527,2007,0.0
528,2007,0.0
529,2007,0.0
530,2007,0.0
531,2007,0.0
532,2007,0.0
533,2007,0.0
534,2007,0.0
535,2007,0.0
536,2007,0.0
537,2007,0.0
538,2007,0.0
539,2007,0.0
540,2007,0.0
541,2007,0.0
542,2007,0.0
543,2007,0.0
544,2007,0.0
545,2007,0.0
546,2007,0.0
547,2007,0.0
548,2007,0.0
549,2007,0.0
550,2007,0.0
551,2007,0.0
552,2007,0.0
553,2007,0.0
554,2007,0.0
555,2007,0.0
556,2007,0.0
557,2007,0.0
558,2007,0.0
559,2007,0.0
560,2007,0.0
561,2007,0.0
562,2007,0.0
563,2007,0.0
564,2007,0.0
565,2007,0.0
566,2007,0.0
567,2007,0.0
568,2007,0.0
569,2007,0.0
570,2007,0.0
571,2007,0.0
572,2007,0.0
573,2007,0.0
574,2007,0.0
575,2007,0.0
576,2007,0.0
577,2007,0.0
578,2007,0.0
579,2007,0.0
580,2007,0.0
581,2007,0.0
582,2007,0.0
583,2007,0.0
584,2007,0.0
585,2007,0.0
586,2007,0.0
587,2007,0.0
588,2007,0.0
589,2007,0.0
590,2007,0.0
591,2007,0.0
592,2007,0.0
593,2007,0.0
594,2007,0.0
595,2007,0.0
596,2007,0.0
597,2007,0.0
598,2007,0.0
599,2007,0.0
600,2007,0.0
601,2007,0.0
602,2007,0.0
603,2007,0.0
604,2007,0.0
605,2007,0.0
606,2007,0.0
607,2007,0.0
608,2007,0.0
609,2007,0.0
610,2007,0.0
611,2007,0.0
612,2007,0.0
613,2007,0.0
614,2007,0.0
615,2007,0.0
616,2007,0.0
617,2007,0.0
618,2007,0.0
619,2007,0.0
620,2007,0.0
621,2007,0.0
622,2007,0.0
623,2007,0.0
624,2007,0.0
625,2007,0.0
626,2007,0.0
627,2007,0.0
628,2007,0.0
629,2007,0.0
630,2007,0.0
631,2007,0.0
632,2007,0.0
633,2007,0.0
634,2007,0.0
635,2007,0.0
636,2007,0.0
637,2007,0.0
638,2007,0.0
639,2007,0.0
640,2007,0.0
641,2007,0.0
642,2007,0.0
643,2007,0.0
644,2007,0.0
645,2007,0.0
646,2007,0.0
647,2007,0.0
648,2007,0.0
649,2007,0.0
650,2007,0.0
651,2007,0.0
652,2007,0.0
653,2007,0.0
654,2007,0.0
655,2007,0.0
656,2007,0.0
657,2007,0.0
658,2007,0.0
659,2007,0.0
660,2007,0.0
661,2007,0.0
662,2007,0.0
663,2007,0.0
664,2007,0.0
665,2007,0.0
666,2007,0.0
667,2007,0.0
668,2007,0.0
669,2007,0.0
670,2007,0.0
671,2007,0.0
672,2007,0.0
673,2007,0.0
674,2007,0.0
675,2007,0.0
676,2007,0.0
677,2007,0.0
678,2007,0.0
679,2007,0.0
680,2007,0.0
681,2007,0.0
682,2007,0.0
683,2007,0.0
684,2007,0.0
685,2007,0.0
686,2007,0.0
687,2007,0.0
688,2007,0.0
689,2007,0.0
690,2007,0.0
691,2007,0.0
692,2007,0.0
693,2007,0.0
694,2007,0.0
695,2007,0.0
696,2007,0.0
697,2007,0.0
698,2007,0.0
699,2007,0.0
700,2007,0.0
701,2007,0.0
702,2007,0.0
703,2007,0.0
704,2007,0.0
705,2007,0.0
706,2007,0.0
707,2007,0.0
708,2007,0.0
709,2007,0.0
710,2007,0.0
711,2007,0.0
712,2007,0.0
713,2007,0.0
714,2007,0.0
715,2007,0.0
716,2007,0.0
717,2007,0.0
718,2007,0.0
719,2007,0.0
720,2007,0.0
721,2007,0.0
722,2007,0.0
723,2007,0.0
724,2007,0.0
725,2007,0.0
726,2007,0.0
727,2007,0.0
728,2007,0.0
729,2007,0.0
730,2007,0.0
731,2007,0.0
732,2007,0.0
733,2007,0.0
734,2007,0.0
735,2007,0.0
736,2007,0.0
737,2007,0.0
738,2007,0.0
739,2007,0.0
740,2007,0.0
741,2007,0.0
742,2007,0.0
743,2007,0.0
744,2007,0.0
745,2007,0.0
746,2007,0.0
747,2007,0.0
748,2007,0.0
749,2007,0.0
750,2007,0.0
751,2007,0.0
752,2007,0.0
753,2007,0.0
754,2007,0.0
755,2007,0.0
756,2007,0.0
757,2007,0.0
758,2007,0.0
759,2007,0.0
760,2007,0.0
761,2007,0.0
762,2007,0.0
763,2007,0.0
764,2007,0.0
765,2007,0.0
766,2007,0.0
767,2007,0.0
768,2007,0.0
769,2007,0.0
770,2007,0.0
771,2007,0.0
772,2007,0.0
773,2007,0.0
774,2007,0.0
775,2007,0.0
776,2007,0.0
777,2007,0.0
778,2007,0.0
779,2007,0.0
780,2007,0.0
781,2007,0.0
782,2007,0.0
783,2007,0.0
784,2007,0.0
785,2007,0.0
786,2007,0.0
787,2007,0.0
788,2007,0.0
789,2007,0.0
790,2007,0.0
791,2007,0.0
792,2007,0.0
793,2007,0.0
794,2007,0.0
795,2007,0.0
796,2007,0.0
797,2007,0.0
798,2007,0.0
799,2007,0.0
800,2007,0.0
801,2007,0.0
802,2007,0.0
803,2007,0.0
804,2007,0.0
805,2007,0.0
806,2007,0.0
807,2007,0.0
808,2007,0.0
809,2007,0.0
810,2007,0.0
811,2007,0.0
812,2007,0.0
813,2007,0.0
814,2007,0.0
815,2007,0.0
816,2007,0.0
817,2007,0.0
818,2007,0.0
819,2007,0.0
820,2007,0.0
821,2007,0.0
822,2007,0.0
823,2007,0.0
824,2007,0.0
825,2007,0.0
826,2007,0.0
827,2007,0.0
828,2007,0.0
829,2007,0.0
830,2007,0.0
831,2007,0.0
832,2007,0.0
833,2007,0.0
834,2007,0.0
835,2007,0.0
836,2007,0.0
837,2007,0.0
838,2007,0.0
839,2007,0.0
840,2007,0.0
841,2007,0.0
842,2007,0.0
843,2007,0.0
844,2007,0.0
845,2007,0.0
846,2007,0.0
847,2007,0.0
848,2007,0.0
849,2007,0.0
850,2007,0.0
851,2007,0.0
852,2007,0.0
853,2007,0.0
854,2007,0.0
855,2007,0.0
856,2007,0.0
857,2007,0.0
858,2007,0.0
859,2007,0.0
860,2007,0.0
861,2007,0.0
862,2007,0.0
863,2007,0.0
864,2007,0.0
865,2007,0.0
866,2007,0.0
867,2007,0.0
868,2007,0.0
869,2007,0.0
870,2007,0.0
871,2007,0.0
872,2007,0.0
873,2007,0.0
874,2007,0.0
875,2007,0.0
876,2007,0.0
877,2007,0.0
878,2007,0.0
879,2007,0.0
880,2007,0.0
881,2007,0.0
882,2007,0.0
883,2007,0.0
884,2007,0.0
885,2007,0.0
886,2007,0.0
887,2007,0.0
888,2007,0.0
889,2007,0.0
890,2007,0.0
891,2007,0.0
892,2007,0.0
893,2007,0.0
894,2007,0.0
895,2007,0.0
896,2007,0.0
897,2007,0.0
898,2007,0.0
899,2007,0.0
900,2007,0.0
901,2007,0.0
902,2007,0.0
903,2007,0.0
904,2007,0.0
905,2007,0.0
906,2007,0.0
907,2007,0.0
908,2007,0.0
909,2007,0.0
910,2007,0.0
911,2007,0.0
912,2007,0.0
913,2007,0.0
914,2007,0.0
915,2007,0.006425578428344656
916,2007,0.00039794907085500387
917,2007,0.0
918,2007,0.0
919,2007,0.0
920,2007,0.0
921,2007,0.0
922,2007,0.0
923,2007,0.0
924,2007,0.0
925,2007,0.0
926,2007,0.0
927,2007,0.0
928,2007,0.0
929,2007,0.0
930,2007,0.03237531482826461
931,2007,0.0
932,2007,0.0
933,2007,0.0
934,2007,0.0
935,2007,0.0
936,2007,0.0
937,2007,0.0
938,2007,0.0
939,2007,0.0
940,2007,0.0
941,2007,0.0
942,2007,0.0
943,2007,0.0
944,2007,0.0
945,2007,0.0
946,2007,0.0
947,2007,0.0
948,2007,0.0
949,2007,0.0
950,2007,0.0
951,2007,0.0
952,2007,0.0
953,2007,0.0
954,2007,0.0
955,2007,0.0
956,2007,0.0
957,2007,0.0
958,2007,0.0
959,2007,0.0
960,2007,0.0
961,2007,0.0
962,2007,0.0
963,2007,0.0
964,2007,0.0
965,2007,0.0
966,2007,0.0
967,2007,0.0
968,2007,0.0
969,2007,0.0
970,2007,0.0
971,2007,0.0
972,2007,0.0
973,2007,0.0
974,2007,0.0
975,2007,0.0
976,2007,0.0
977,2007,0.0
978,2007,0.0
979,2007,0.0
980,2007,0.0
981,2007,0.0
982,2007,0.0
983,2007,0.0
984,2007,0.0
985,2007,0.0
986,2007,0.0
987,2007,0.0
988,2007,0.0
989,2007,0.0
990,2007,0.0
991,2007,0.0
992,2007,0.0
993,2007,0.0
994,2007,0.0
995,2007,0.0
996,2007,0.0
997,2007,0.0
998,2007,0.0
999,2007,0.0
1000,2007,0.0
1001,2007,0.0
1002,2007,0.0069136613003866155
1003,2007,0.08180976289103227
1004,2007,0.27986959871103234
1005,2007,0.24275237523021984
1006,2007,0.27144532425681883
1007,2007,0.1442889716603099
1008,2007,0.32771616500783507
1009,2007,0.34920807255974845
1010,2007,0.23411813547765856
1011,2007,0.18721903821595415
1012,2007,0.11575364403090808
1013,2007,0.12585212853139116
1014,2007,0.005311707380813506
1015,2007,0.07956470407895751
1016,2007,0.0
1017,2007,0.0
1018,2007,0.0
1019,2007,0.0
1020,2007,0.0
1021,2007,0.0
1022,2007,0.0
1023,2007,0.0
1024,2007,0.0
1025,2007,0.0
1026,2007,0.006599780030161116
1027,2007,0.05007447145064124
1028,2007,0.0
1029,2007,0.0
1030,2007,0.0
1031,2007,0.0
1032,2007,0.0
1033,2007,0.0
1034,2007,0.0
1035,2007,0.0
1036,2007,0.0
1037,2007,0.0
1038,2007,0.0
1039,2007,0.0
1040,2007,0.0
1041,2007,0.0
1042,2007,0.0
1043,2007,0.0
1044,2007,0.0
1045,2007,0.0
1046,2007,0.0
1047,2007,0.0
1048,2007,0.0
1049,2007,0.0
1050,2007,0.0
1051,2007,0.0
1052,2007,0.0
1053,2007,0.0
1054,2007,0.0
1055,2007,0.0
1056,2007,0.0
1057,2007,0.0
1058,2007,0.0
1059,2007,0.005923496902320412
1060,2007,0.012574660243519834
1061,2007,0.016028950319329036
1062,2007,0.0
1063,2007,0.0
1064,2007,0.0
1065,2007,0.0
1066,2007,0.0
1067,2007,0.0
1068,2007,0.0
1069,2007,0.0
1070,2007,0.0
1071,2007,0.0
1072,2007,0.0
1073,2007,0.0
1074,2007,0.005824224428644325
1075,2007,0.0
1076,2007,0.008910547585663377
1077,2007,0.1468478139822324
1078,2007,0.24781297706492428
1079,2007,0.07349154361721336
1080,2007,0.0
1081,2007,0.003975783856806762
1082,2007,0.006550515148455837
1083,2007,0.01845091950238994
1084,2007,0.018251492893453035
1085,2007,0.017291454499564058
1086,2007,0.03950252287057171
1087,2007,0.01460075682972445
1088,2007,0.03557360367074963
1089,2007,0.13076757834719394
1090,2007,0.12352063917893062
1091,2007,0.1568121732768585
1092,2007,0.14013525967509466
1093,2007,0.13657895590410774
1094,2007,0.43793220283693257
1095,2007,0.11442308599803423
1096,2007,0.20742630486528824
1097,2007,0.08351512167109056
1098,2007,0.0925535272368504
1099,2007,0.2431303093555543
1100,2007,0.004147819915767048
1101,2007,0.06687311004001836
1102,2007,0.0
1103,2007,0.004009606894757143
1104,2007,0.01141963676114695
1105,2007,0.020456115935587903
1106,2007,0.01744290756181811
1107,2007,0.0
1108,2007,0.0017153802940700665
1109,2007,0.0
1110,2007,0.0
1111,2007,0.0
1112,2007,0.0
1113,2007,0.0
1114,2007,0.0
1115,2007,0.0
1116,2007,0.0
1117,2007,0.0
1118,2007,0.0
1119,2007,0.0
1120,2007,0.0
1121,2007,0.0
1122,2007,0.0
1123,2007,0.0725098200901409
1124,2007,0.08741076170210862
1125,2007,0.19664176322280358
1126,2007,0.15035165012420326
1127,2007,0.0997454957847099
1128,2007,0.07047362199106555
1129,2007,0.0
1130,2007,0.005654929240319524
1131,2007,0.01997220442987242
1132,2007,0.11316555125122298
1133,2007,0.11729328794198123
1134,2007,0.014790860406941282
1135,2007,0.0
1136,2007,0.0
1137,2007,0.0
1138,2007,0.0
1139,2007,0.0
1140,2007,0.0
1141,2007,0.0
1142,2007,0.0
1143,2007,0.0
1144,2007,0.04752602438804675
1145,2007,0.0743859281295877
1146,2007,0.004979690758625347
1147,2007,0.0
1148,2007,0.0
1149,2007,0.0
1150,2007,0.07543358260785755
1151,2007,0.6766161331998809
1152,2007,0.0
1153,2007,0.20566443041134325
1154,2007,0.2623847057329857
1155,2007,0.2359330721671434
1156,2007,0.1083416499079278
1157,2007,0.14096219088394
1158,2007,0.1467019119810532
1159,2007,0.5177332990732383
1160,2007,0.3955499326528624
1161,2007,0.5885311826924282
1162,2007,0.710848894155444
1163,2007,0.6290542673486769
1164,2007,0.6538710960182508
1165,2007,0.6007271108025173
1166,2007,0.5344046640859965
1167,2007,0.49650869539715564
1168,2007,0.2206660934212501
1169,2007,0.3634396768959195
1170,2007,0.0
1171,2007,0.0037608952586666547
1172,2007,0.0
1173,2007,0.00967177251283224
1174,2007,0.009732925180505723
1175,2007,0.038393291686069156
1176,2007,0.0223903703078005
1177,2007,0.0029838822622988807
1178,2007,0.007718729630012699
1179,2007,0.003395565862271417
1180,2007,0.001958460306405499
1181,2007,0.0
1182,2007,0.038398678677115224
1183,2007,0.1716195318922446
1184,2007,0.13806327588836673
1185,2007,0.12292377681067818
1186,2007,0.14823866438274602
1187,2007,0.14569395925618897
1188,2007,0.1997778398583069
1189,2007,0.203594173338465
1190,2007,0.2934502128215206
1191,2007,0.21970566928084093
1192,2007,0.2000230159902641
1193,2007,0.08874901072677056
1194,2007,0.2126657351774525
1195,2007,0.3995406862791334
1196,2007,0.5134000703758452
1197,2007,0.38646424267202983
1198,2007,0.35417176450447324
1199,2007,0.20712490753042098
1200,2007,0.3800373474968639
1201,2007,0.21331906640831463
1202,2007,0.47073001114392404
1203,2007,0.877905872891769
1204,2007,0.8280254413217539
1205,2007,0.5722830988003094
1206,2007,0.38936027002709733
1207,2007,0.0014148934842933758
1208,2007,0.023629000860260416
1209,2007,0.4661163638820964
1210,2007,1.0
1211,2007,0.555831334054998
1212,2007,0.6007129805790281
1213,2007,0.6767555355381193
1214,2007,0.6681067788081719
1215,2007,0.5193194565252697
1216,2007,0.1829989574484395
1217,2007,0.3398604232244097
1218,2007,0.14980788803614756
1219,2007,0.19353815502521754
1220,2007,0.24739539376407083
1221,2007,0.2283793322888146
1222,2007,0.3409940434675977
1223,2007,0.0
1224,2007,0.0
1225,2007,0.0
1226,2007,0.0
1227,2007,0.0
1228,2007,0.06336158330037196
1229,2007,0.02269847627123323
1230,2007,0.25499531620630317
1231,2007,0.06876629258723366
1232,2007,0.03264319949521411
1233,2007,0.01938975258548992
1234,2007,0.0
1235,2007,0.0
1236,2007,0.0
1237,2007,0.0
1238,2007,0.0
1239,2007,0.09696593908241218
1240,2007,0.04343980464942347
1241,2007,0.13789166763516642
1242,2007,0.0
1243,2007,0.0
1244,2007,0.0
1245,2007,0.03649944689546164
1246,2007,0.0837131776423684
1247,2007,0.0
1248,2007,0.0
1249,2007,0.0
1250,2007,0.012455007841955346
1251,2007,0.010421689970352192
1252,2007,0.004759776699444545
1253,2007,0.0037382878856987204
1254,2007,0.002401119238258029
1255,2007,0.0
1256,2007,0.0
1257,2007,0.0
1258,2007,0.0
1259,2007,0.0
1260,2007,0.0
1261,2007,0.0
1262,2007,0.0
1263,2007,0.0
1264,2007,0.0
1265,2007,0.0
1266,2007,0.001638611207924903
1267,2007,0.003591391983224187
1268,2007,0.004421791760306507
1269,2007,0.01585208861477674
1270,2007,0.0279585650180961
1271,2007,0.02927561298565205
1272,2007,0.0
1273,2007,0.0030646685886039043
1274,2007,0.05023791921682833
1275,2007,0.08297890390947037
1276,2007,0.1076772179724595
1277,2007,0.12176295041341183
1278,2007,0.174419141933867
1279,2007,0.09579204197895601
1280,2007,0.005014006329798382
1281,2007,0.043853925892541
1282,2007,0.04179992907595859
1283,2007,0.13554547118383145
1284,2007,0.27240080298626534
1285,2007,0.17916785451877348
1286,2007,0.2867696659808246
1287,2007,0.16808769126842737
1288,2007,0.2688257263696376
1289,2007,0.035008684871484376
1290,2007,0.05156718385781149
1291,2007,0.15271858521527099
1292,2007,0.1900652413200092
1293,2007,0.2885394180429319
1294,2007,0.22199521944352013
1295,2007,0.23088180887371082
1296,2007,0.21396578561918217
1297,2007,0.27745945668350075
1298,2007,0.3295443499798072
